id,vote_yes,bid,wet_percent,conseq_none,yea_say,province,income_group,age_group,education_group,gender,age_gender
21203,0,250,20%,0,0,Alberta,"$150,000 and over",55 and over,Some University/College,Man,55 and over_Man
21247,0,865,10%,0,0,Alberta,"$25,000-$49,999",55 and over,Some University/College,Woman,55 and over_Woman
21259,1,125,20%,0,0,Manitoba,Missing,55 and over,Some University/College,Man,55 and over_Man
21268,1,125,10%,1,1,Manitoba,"$0-$25,000",55 and over,Bachelors degree,Woman,55 and over_Woman
21289,1,865,20%,0,1,Manitoba,"$25,000-$49,999",55 and over,High school or less,Man,55 and over_Man
21291,0,430,20%,0,0,Alberta,"$0-$25,000",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
21313,1,430,10%,1,0,Alberta,"$100,000-$124,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
21325,0,865,20%,1,0,Manitoba,"$100,000-$124,999",55 and over,Some University/College,Man,55 and over_Man
21363,1,15,10%,0,1,Manitoba,"$150,000 and over",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
21381,0,50,10%,0,0,Alberta,"$150,000 and over",55 and over,Advanced degree,Man,55 and over_Man
21382,1,430,10%,0,0,Saskatchewan,"$50,000-$74,999",18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
21383,1,50,10%,0,0,Alberta,"$75,000-$99,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
21384,1,50,10%,0,0,Alberta,"$75,000-$99,999",35 to 54 years,High school or less,Woman,35 to 54 years_Woman
21419,1,430,10%,1,1,Manitoba,"$150,000 and over",55 and over,High school or less,Woman,55 and over_Woman
21454,0,250,20%,1,0,Alberta,"$150,000 and over",18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
21461,0,125,10%,0,0,Alberta,"$125,000-$149,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
21467,1,50,20%,1,0,Alberta,"$100,000-$124,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
21477,0,430,20%,0,0,Alberta,"$100,000-$124,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
21541,1,430,10%,0,0,Alberta,"$50,000-$74,999",35 to 54 years,Vocational/Trade/Technical School,Woman,35 to 54 years_Woman
21548,1,125,10%,1,0,Alberta,"$25,000-$49,999",55 and over,Bachelors degree,Man,55 and over_Man
21594,1,50,10%,0,0,Alberta,"$125,000-$149,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
21595,0,15,20%,0,0,Alberta,"$125,000-$149,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
21601,1,15,20%,0,1,Alberta,"$75,000-$99,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
21605,0,125,10%,0,0,Alberta,"$50,000-$74,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
21666,0,125,10%,0,0,Alberta,"$100,000-$124,999",18 to 34 years,High school or less,Man,18 to 34 years_Man
21832,1,250,10%,0,1,Alberta,"$150,000 and over",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
21834,0,250,20%,0,0,Alberta,"$25,000-$49,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
21845,1,865,20%,0,0,Manitoba,"$50,000-$74,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
21894,1,15,10%,0,0,Alberta,"$100,000-$124,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
21913,1,250,10%,1,0,Alberta,"$0-$25,000",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
21952,1,125,20%,0,1,Alberta,"$25,000-$49,999",55 and over,Some University/College,Woman,55 and over_Woman
21955,1,15,10%,1,0,Alberta,"$125,000-$149,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
22020,0,865,10%,0,0,Alberta,"$75,000-$99,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
22026,0,430,20%,1,0,Alberta,"$25,000-$49,999",55 and over,High school or less,Man,55 and over_Man
22079,0,125,20%,0,0,Alberta,"$75,000-$99,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
22122,0,250,20%,1,0,Alberta,"$25,000-$49,999",35 to 54 years,High school or less,Woman,35 to 54 years_Woman
22152,1,15,10%,1,0,Alberta,"$125,000-$149,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
22170,0,15,20%,0,0,Manitoba,"$50,000-$74,999",55 and over,High school or less,Woman,55 and over_Woman
22185,0,865,10%,0,0,Alberta,"$25,000-$49,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
22204,0,125,10%,0,0,Alberta,"$75,000-$99,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
22209,0,430,20%,1,0,Alberta,"$25,000-$49,999",18 to 34 years,Vocational/Trade/Technical School,Woman,18 to 34 years_Woman
22220,0,50,20%,1,0,Alberta,"$25,000-$49,999",18 to 34 years,Vocational/Trade/Technical School,Woman,18 to 34 years_Woman
22238,1,865,10%,1,1,Alberta,"$75,000-$99,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
22267,1,15,20%,0,0,Alberta,"$50,000-$74,999",35 to 54 years,Advanced degree,Woman,35 to 54 years_Woman
22289,1,15,10%,1,0,Manitoba,"$25,000-$49,999",55 and over,Bachelors degree,Man,55 and over_Man
22290,0,430,10%,0,0,Alberta,"$125,000-$149,999",55 and over,Vocational/Trade/Technical School,Woman,55 and over_Woman
22293,1,250,10%,0,0,Alberta,"$75,000-$99,999",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
22295,0,250,20%,1,0,Alberta,"$150,000 and over",35 to 54 years,Some University/College,Man,35 to 54 years_Man
22357,0,865,10%,1,0,Alberta,"$100,000-$124,999",55 and over,High school or less,Woman,55 and over_Woman
22409,1,15,10%,0,0,Alberta,"$150,000 and over",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
22427,0,865,20%,0,0,Alberta,"$150,000 and over",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
22428,0,125,20%,0,0,Alberta,"$150,000 and over",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
22471,1,430,20%,0,0,Alberta,"$75,000-$99,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
22501,0,125,20%,0,0,Alberta,"$25,000-$49,999",55 and over,High school or less,Woman,55 and over_Woman
22525,1,50,10%,0,1,Manitoba,Missing,55 and over,Some University/College,Woman,55 and over_Woman
22537,1,15,20%,0,1,Alberta,"$50,000-$74,999",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
22539,0,250,20%,0,0,Alberta,"$100,000-$124,999",55 and over,Some University/College,Man,55 and over_Man
22547,1,430,10%,0,1,Manitoba,"$75,000-$99,999",55 and over,Bachelors degree,Man,55 and over_Man
22575,0,250,10%,1,0,Alberta,Missing,35 to 54 years,High school or less,Woman,35 to 54 years_Woman
22600,0,250,20%,1,0,Alberta,"$0-$25,000",55 and over,High school or less,Woman,55 and over_Woman
22605,1,250,10%,0,0,Manitoba,"$0-$25,000",35 to 54 years,High school or less,Man,35 to 54 years_Man
22612,1,15,10%,0,1,Alberta,"$50,000-$74,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
22627,0,50,10%,0,0,Alberta,"$50,000-$74,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
22628,1,125,10%,1,0,Alberta,"$75,000-$99,999",55 and over,Bachelors degree,Woman,55 and over_Woman
22656,1,250,20%,1,1,Manitoba,"$125,000-$149,999",55 and over,Some University/College,Man,55 and over_Man
22659,1,125,20%,1,0,Alberta,"$125,000-$149,999",55 and over,Bachelors degree,Woman,55 and over_Woman
22664,1,15,10%,0,0,Manitoba,"$125,000-$149,999",55 and over,Some University/College,Man,55 and over_Man
22715,0,865,10%,0,0,Alberta,"$50,000-$74,999",55 and over,High school or less,Woman,55 and over_Woman
22738,1,15,20%,0,0,Alberta,"$100,000-$124,999",55 and over,Some University/College,Man,55 and over_Man
22758,0,50,20%,0,0,Alberta,"$150,000 and over",18 to 34 years,Some University/College,Man,18 to 34 years_Man
22767,1,50,20%,1,0,Manitoba,"$50,000-$74,999",55 and over,Bachelors degree,Woman,55 and over_Woman
22778,1,430,10%,0,0,Alberta,"$50,000-$74,999",55 and over,Some University/College,Man,55 and over_Man
22782,1,15,10%,1,0,Manitoba,Missing,55 and over,Some University/College,Man,55 and over_Man
22786,1,250,20%,0,0,Alberta,"$100,000-$124,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
22795,1,125,20%,0,1,Manitoba,Missing,55 and over,Bachelors degree,Woman,55 and over_Woman
22858,1,865,10%,0,0,Alberta,"$100,000-$124,999",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
22871,0,125,20%,0,0,Manitoba,"$125,000-$149,999",55 and over,Bachelors degree,Woman,55 and over_Woman
22916,0,250,20%,1,0,Alberta,Missing,55 and over,Advanced degree,Man,55 and over_Man
22950,0,865,20%,1,0,Manitoba,"$25,000-$49,999",55 and over,Some University/College,Woman,55 and over_Woman
22999,1,125,20%,0,0,Alberta,"$50,000-$74,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
23009,1,125,10%,0,1,Alberta,"$50,000-$74,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
23038,1,125,20%,0,1,Alberta,"$150,000 and over",55 and over,Advanced degree,Woman,55 and over_Woman
23041,1,125,10%,0,0,Manitoba,"$75,000-$99,999",35 to 54 years,Vocational/Trade/Technical School,Man,35 to 54 years_Man
23053,1,430,20%,0,1,Alberta,"$50,000-$74,999",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
23059,0,125,20%,1,0,Alberta,"$150,000 and over",18 to 34 years,Vocational/Trade/Technical School,Man,18 to 34 years_Man
23079,1,50,20%,0,0,Alberta,"$75,000-$99,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
23094,0,50,20%,0,0,Alberta,"$50,000-$74,999",35 to 54 years,Vocational/Trade/Technical School,Woman,35 to 54 years_Woman
23109,0,430,20%,0,0,Alberta,"$25,000-$49,999",55 and over,High school or less,Woman,55 and over_Woman
23134,0,430,10%,0,0,Alberta,Missing,35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
23137,1,15,20%,0,0,Manitoba,"$125,000-$149,999",55 and over,Bachelors degree,Man,55 and over_Man
23148,1,50,10%,1,1,Alberta,"$0-$25,000",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
23194,0,430,10%,1,0,Alberta,"$50,000-$74,999",35 to 54 years,High school or less,Man,35 to 54 years_Man
23214,0,430,20%,0,0,Alberta,"$125,000-$149,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
23215,1,250,20%,0,0,Alberta,"$75,000-$99,999",18 to 34 years,Vocational/Trade/Technical School,Woman,18 to 34 years_Woman
23220,1,50,20%,0,1,Manitoba,"$50,000-$74,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
23228,0,125,10%,1,0,Alberta,"$75,000-$99,999",55 and over,Some University/College,Woman,55 and over_Woman
23281,0,865,20%,1,0,Alberta,Missing,35 to 54 years,Some University/College,Man,35 to 54 years_Man
23409,1,125,20%,0,0,Saskatchewan,"$150,000 and over",35 to 54 years,Vocational/Trade/Technical School,Man,35 to 54 years_Man
23411,0,125,20%,0,0,Alberta,"$50,000-$74,999",55 and over,Bachelors degree,Man,55 and over_Man
23419,0,125,10%,0,0,Alberta,Missing,35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
23480,1,125,10%,0,0,Alberta,"$75,000-$99,999",18 to 34 years,High school or less,Man,18 to 34 years_Man
23499,0,430,10%,0,0,Alberta,"$125,000-$149,999",18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
23521,1,15,20%,1,1,Manitoba,"$125,000-$149,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
23528,1,50,10%,0,1,Alberta,"$75,000-$99,999",35 to 54 years,Vocational/Trade/Technical School,Man,35 to 54 years_Man
23539,0,865,20%,1,0,Manitoba,"$75,000-$99,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
23599,1,250,10%,0,0,Alberta,"$0-$25,000",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
23614,0,865,10%,0,0,Alberta,Missing,35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
23621,1,50,20%,0,1,Manitoba,"$75,000-$99,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
23629,0,125,20%,1,0,Manitoba,"$75,000-$99,999",35 to 54 years,High school or less,Man,35 to 54 years_Man
23643,1,430,10%,0,1,Alberta,"$150,000 and over",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
23652,0,50,20%,0,0,Alberta,Missing,18 to 34 years,Some University/College,Man,18 to 34 years_Man
23656,1,15,10%,0,1,Manitoba,"$50,000-$74,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
23695,1,125,10%,0,0,Alberta,"$150,000 and over",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
23721,0,50,10%,0,0,Alberta,Missing,18 to 34 years,Some University/College,Man,18 to 34 years_Man
23730,0,430,20%,1,0,Alberta,"$100,000-$124,999",18 to 34 years,Vocational/Trade/Technical School,Woman,18 to 34 years_Woman
23736,1,15,10%,0,0,Manitoba,Missing,55 and over,Vocational/Trade/Technical School,Man,55 and over_Man
23757,0,125,10%,0,0,Alberta,"$25,000-$49,999",18 to 34 years,Vocational/Trade/Technical School,Woman,18 to 34 years_Woman
23758,1,50,20%,1,0,Alberta,"$75,000-$99,999",35 to 54 years,High school or less,Man,35 to 54 years_Man
23789,0,865,20%,0,0,Alberta,"$50,000-$74,999",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
23803,0,125,20%,0,0,Alberta,"$100,000-$124,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
23815,0,865,20%,0,0,Alberta,"$75,000-$99,999",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
23832,0,125,10%,0,0,Manitoba,"$50,000-$74,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
23839,1,865,10%,0,0,Alberta,"$50,000-$74,999",35 to 54 years,Vocational/Trade/Technical School,Man,35 to 54 years_Man
23853,1,125,10%,0,0,Alberta,"$150,000 and over",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
23885,1,50,10%,1,0,Alberta,"$75,000-$99,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
23887,0,15,10%,0,0,Alberta,"$150,000 and over",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
23906,1,15,20%,0,1,Alberta,"$25,000-$49,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
23920,1,15,20%,0,1,Manitoba,"$75,000-$99,999",55 and over,Some University/College,Man,55 and over_Man
23922,1,125,10%,0,0,Alberta,Missing,35 to 54 years,Advanced degree,Man,35 to 54 years_Man
23924,0,125,10%,1,0,Manitoba,"$50,000-$74,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
23950,0,250,20%,1,0,Manitoba,"$150,000 and over",35 to 54 years,Vocational/Trade/Technical School,Man,35 to 54 years_Man
23975,1,15,20%,1,1,Manitoba,"$150,000 and over",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
23987,0,15,20%,0,0,Alberta,"$100,000-$124,999",55 and over,Vocational/Trade/Technical School,Man,55 and over_Man
24013,1,50,10%,1,1,Alberta,"$150,000 and over",35 to 54 years,Advanced degree,Woman,35 to 54 years_Woman
24019,0,15,20%,1,0,Alberta,"$125,000-$149,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
24021,0,15,10%,1,0,Manitoba,"$50,000-$74,999",35 to 54 years,High school or less,Man,35 to 54 years_Man
24038,0,250,20%,1,0,Alberta,"$150,000 and over",35 to 54 years,High school or less,Man,35 to 54 years_Man
24043,1,250,10%,0,0,Alberta,"$50,000-$74,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
24055,0,15,20%,1,0,Manitoba,"$150,000 and over",55 and over,Advanced degree,Man,55 and over_Man
24078,0,865,20%,1,0,Alberta,"$100,000-$124,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
24093,1,250,10%,0,0,Alberta,"$100,000-$124,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
24096,0,865,10%,0,0,Alberta,Missing,35 to 54 years,Vocational/Trade/Technical School,Woman,35 to 54 years_Woman
24124,0,865,10%,0,0,Manitoba,"$100,000-$124,999",35 to 54 years,Vocational/Trade/Technical School,Woman,35 to 54 years_Woman
24138,0,430,10%,0,0,Alberta,"$150,000 and over",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
24142,1,430,10%,1,0,Alberta,"$150,000 and over",35 to 54 years,High school or less,Man,35 to 54 years_Man
24154,0,250,10%,1,0,Alberta,"$150,000 and over",55 and over,Vocational/Trade/Technical School,Woman,55 and over_Woman
24175,1,50,10%,1,1,Manitoba,"$100,000-$124,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
24178,1,50,10%,0,0,Manitoba,"$25,000-$49,999",35 to 54 years,High school or less,Man,35 to 54 years_Man
24182,1,865,10%,0,1,Manitoba,"$50,000-$74,999",35 to 54 years,Advanced degree,Woman,35 to 54 years_Woman
24225,1,50,20%,1,0,Manitoba,"$50,000-$74,999",18 to 34 years,Vocational/Trade/Technical School,Man,18 to 34 years_Man
24269,1,50,20%,0,1,Manitoba,"$50,000-$74,999",55 and over,Some University/College,Man,55 and over_Man
24307,0,125,10%,1,0,Manitoba,"$50,000-$74,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
24317,0,865,20%,0,0,Alberta,"$50,000-$74,999",55 and over,Vocational/Trade/Technical School,Woman,55 and over_Woman
24334,1,50,20%,0,0,Alberta,"$75,000-$99,999",55 and over,Vocational/Trade/Technical School,Man,55 and over_Man
24368,0,125,20%,0,0,Alberta,"$100,000-$124,999",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
24412,0,430,10%,1,0,Alberta,"$50,000-$74,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
24416,0,865,10%,1,0,Alberta,"$75,000-$99,999",55 and over,Advanced degree,Woman,55 and over_Woman
24430,0,865,20%,1,0,Saskatchewan,Missing,35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
24445,1,50,20%,0,0,Alberta,"$50,000-$74,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
24453,1,15,20%,1,1,Alberta,"$50,000-$74,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
24462,1,125,20%,1,1,Alberta,"$50,000-$74,999",55 and over,Bachelors degree,Man,55 and over_Man
24480,0,250,10%,0,0,Alberta,"$100,000-$124,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
24486,1,250,10%,0,0,Alberta,Missing,55 and over,Some University/College,Woman,55 and over_Woman
24513,0,125,20%,1,0,Alberta,"$100,000-$124,999",35 to 54 years,Vocational/Trade/Technical School,Man,35 to 54 years_Man
24520,0,250,20%,0,0,Alberta,"$25,000-$49,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
24525,0,15,10%,0,0,Alberta,"$50,000-$74,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
24543,0,430,10%,0,0,Alberta,"$25,000-$49,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
24557,1,50,20%,1,0,Alberta,"$125,000-$149,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
24558,0,125,10%,0,0,Alberta,"$125,000-$149,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
24571,1,430,20%,0,0,Manitoba,"$25,000-$49,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
24574,0,125,20%,0,0,Alberta,"$100,000-$124,999",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
24579,0,430,10%,0,0,Alberta,"$0-$25,000",35 to 54 years,High school or less,Woman,35 to 54 years_Woman
24584,1,15,20%,1,0,Manitoba,"$75,000-$99,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
24586,1,430,10%,0,1,Alberta,"$75,000-$99,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
24601,1,125,10%,0,0,Alberta,"$100,000-$124,999",35 to 54 years,Vocational/Trade/Technical School,Man,35 to 54 years_Man
24629,0,430,20%,0,0,Manitoba,"$100,000-$124,999",55 and over,Some University/College,Woman,55 and over_Woman
24631,0,865,20%,0,0,Alberta,Missing,18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
24635,0,865,10%,0,0,Alberta,"$150,000 and over",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
24655,0,125,20%,1,0,Alberta,Missing,35 to 54 years,Advanced degree,Woman,35 to 54 years_Woman
24664,1,125,10%,0,0,Manitoba,"$75,000-$99,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
24674,1,125,20%,0,0,Alberta,Missing,55 and over,Some University/College,Woman,55 and over_Woman
24680,0,250,10%,0,0,Alberta,"$150,000 and over",18 to 34 years,High school or less,Man,18 to 34 years_Man
24688,1,15,20%,1,1,Alberta,Missing,18 to 34 years,Some University/College,Man,18 to 34 years_Man
24704,1,430,20%,0,1,Manitoba,"$75,000-$99,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
24706,1,50,10%,0,0,Manitoba,"$75,000-$99,999",55 and over,Some University/College,Man,55 and over_Man
24725,1,125,20%,0,1,Alberta,"$150,000 and over",55 and over,Vocational/Trade/Technical School,Man,55 and over_Man
24727,1,430,10%,0,0,Manitoba,"$100,000-$124,999",35 to 54 years,Vocational/Trade/Technical School,Man,35 to 54 years_Man
24733,1,50,10%,1,1,Manitoba,"$50,000-$74,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
24766,1,430,10%,0,0,Alberta,"$150,000 and over",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
24768,0,430,10%,0,0,Alberta,"$25,000-$49,999",35 to 54 years,Vocational/Trade/Technical School,Woman,35 to 54 years_Woman
24791,1,250,20%,0,1,Alberta,"$0-$25,000",35 to 54 years,High school or less,Man,35 to 54 years_Man
24792,0,865,10%,0,0,Alberta,Missing,35 to 54 years,Some University/College,Man,35 to 54 years_Man
24805,1,865,20%,0,1,Alberta,"$75,000-$99,999",18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
24826,1,250,20%,0,0,Alberta,"$25,000-$49,999",55 and over,High school or less,Man,55 and over_Man
24847,1,430,20%,0,0,Alberta,"$100,000-$124,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
24860,1,15,20%,0,0,Manitoba,"$25,000-$49,999",35 to 54 years,High school or less,Woman,35 to 54 years_Woman
24869,1,125,10%,0,1,Alberta,"$0-$25,000",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
24878,0,15,10%,0,0,Alberta,"$25,000-$49,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
24900,0,125,20%,0,0,Alberta,"$125,000-$149,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
24916,1,430,10%,0,1,Manitoba,"$25,000-$49,999",18 to 34 years,High school or less,Woman,18 to 34 years_Woman
24918,1,125,10%,1,1,Alberta,"$75,000-$99,999",18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
24932,0,125,20%,0,0,Alberta,"$25,000-$49,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
24989,1,430,10%,0,1,Manitoba,"$0-$25,000",55 and over,Some University/College,Woman,55 and over_Woman
25013,0,430,10%,0,0,Alberta,"$0-$25,000",18 to 34 years,Vocational/Trade/Technical School,Woman,18 to 34 years_Woman
25017,1,125,20%,0,0,Manitoba,Missing,18 to 34 years,High school or less,Man,18 to 34 years_Man
25052,1,15,10%,0,0,Alberta,"$50,000-$74,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
25063,1,15,10%,0,1,Alberta,"$75,000-$99,999",18 to 34 years,Vocational/Trade/Technical School,Man,18 to 34 years_Man
25095,0,250,20%,1,0,Manitoba,"$25,000-$49,999",55 and over,Some University/College,Man,55 and over_Man
25106,1,15,20%,0,0,Manitoba,"$25,000-$49,999",55 and over,High school or less,Woman,55 and over_Woman
25111,1,125,20%,0,0,Alberta,"$25,000-$49,999",35 to 54 years,High school or less,Woman,35 to 54 years_Woman
25112,1,125,10%,0,0,Manitoba,"$125,000-$149,999",55 and over,Bachelors degree,Man,55 and over_Man
25121,0,15,10%,0,0,Alberta,"$150,000 and over",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
25125,0,430,20%,1,0,Alberta,"$100,000-$124,999",35 to 54 years,Vocational/Trade/Technical School,Woman,35 to 54 years_Woman
25132,1,250,10%,1,1,Alberta,"$100,000-$124,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
25133,0,250,10%,0,0,Alberta,"$25,000-$49,999",18 to 34 years,High school or less,Woman,18 to 34 years_Woman
25137,1,865,10%,1,0,Alberta,"$150,000 and over",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
25141,0,865,10%,1,0,Alberta,"$25,000-$49,999",35 to 54 years,High school or less,Woman,35 to 54 years_Woman
25143,0,430,10%,0,0,Alberta,"$25,000-$49,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
25145,1,865,20%,0,1,Alberta,"$50,000-$74,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
25183,1,430,10%,1,1,Alberta,"$125,000-$149,999",55 and over,Vocational/Trade/Technical School,Man,55 and over_Man
25188,1,15,10%,0,1,Manitoba,Missing,18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
25193,1,15,10%,0,0,Alberta,"$75,000-$99,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
25196,0,15,10%,1,0,Alberta,"$150,000 and over",35 to 54 years,Some University/College,Man,35 to 54 years_Man
25200,1,125,20%,1,1,Manitoba,"$75,000-$99,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
25207,1,865,10%,0,0,Alberta,"$50,000-$74,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
25211,0,865,20%,0,0,Alberta,Missing,18 to 34 years,High school or less,Woman,18 to 34 years_Woman
25220,0,430,20%,1,0,Alberta,"$150,000 and over",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
25226,0,250,20%,1,0,Alberta,"$75,000-$99,999",18 to 34 years,High school or less,Man,18 to 34 years_Man
25232,1,15,20%,0,0,Manitoba,"$0-$25,000",55 and over,High school or less,Man,55 and over_Man
25238,0,125,20%,0,0,Alberta,"$75,000-$99,999",18 to 34 years,High school or less,Man,18 to 34 years_Man
25366,0,430,20%,0,0,Saskatchewan,"$150,000 and over",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
25404,1,250,20%,0,1,Saskatchewan,"$150,000 and over",55 and over,Advanced degree,Man,55 and over_Man
25408,0,250,20%,1,0,Saskatchewan,"$100,000-$124,999",55 and over,Vocational/Trade/Technical School,Man,55 and over_Man
25428,1,250,20%,0,0,Saskatchewan,"$100,000-$124,999",55 and over,Bachelors degree,Woman,55 and over_Woman
25431,0,865,10%,0,0,Saskatchewan,Missing,35 to 54 years,Some University/College,Man,35 to 54 years_Man
25474,1,250,20%,0,0,Saskatchewan,"$50,000-$74,999",55 and over,Some University/College,Woman,55 and over_Woman
25490,0,125,10%,0,0,Saskatchewan,"$25,000-$49,999",55 and over,High school or less,Woman,55 and over_Woman
25491,0,125,10%,0,0,Saskatchewan,"$25,000-$49,999",55 and over,Vocational/Trade/Technical School,Woman,55 and over_Woman
25508,0,250,20%,0,0,Saskatchewan,"$50,000-$74,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
25533,0,250,10%,0,0,Saskatchewan,"$25,000-$49,999",55 and over,Advanced degree,Woman,55 and over_Woman
